,hhno,pno,day,tour,half,tseg,tsvid,opurp,dpurp,oadtyp,dadtyp,opcl,otaz,dpcl,dtaz,mode,pathtype,dorp,deptm,arrtm,endacttm,travtime,travcost,travdist
67,17100248,1,5,-1,-1,-1,30,8,0,-1,-1,-1,-1,-1,-1,1,0,3,6807,6848,894,41,0,2.23
68,17100248,1,6,-1,-1,-1,31,0,8,-1,-1,-1,-1,-1,-1,2,0,3,7742,7752,59,10,0,1.2
69,17100248,1,6,-1,-1,-1,32,8,0,-1,-1,-1,-1,-1,-1,2,0,3,7811,7921,121,110,0,18.98
70,17100248,1,6,-1,-1,-1,33,0,8,-1,-1,-1,-1,-1,-1,1,0,3,8042,8054,35,12,0,0.54
71,17100248,1,6,-1,-1,-1,34,8,5,-1,-1,-1,-1,-1,-1,1,0,3,8089,8105,6,16,0,0.5
72,17100248,1,6,-1,-1,-1,35,5,6,-1,-1,-1,-1,-1,-1,1,0,3,8111,8120,72,9,0,0.46
73,17100248,1,6,-1,-1,-1,36,6,6,-1,-1,-1,-1,-1,-1,1,0,3,8192,8199,45,7,0,0.34
74,17100248,1,6,-1,-1,-1,37,6,0,-1,-1,-1,-1,-1,-1,1,0,3,8244,8247,858,3,0,0.19
75,17100248,1,7,-1,-1,-1,38,0,1,-1,-1,-1,-1,-1,-1,6,1,3,9105,9135,219,30,0,4.99
76,17100248,1,7,-1,-1,-1,39,1,6,-1,-1,-1,-1,-1,-1,1,0,3,9354,9363,20,8,0,0.43
77,17100248,1,7,-1,-1,-1,40,6,1,-1,-1,-1,-1,-1,-1,1,0,3,9383,9392,332,9,0,0.43
78,17100248,1,7,-1,-1,-1,41,1,6,-1,-1,-1,-1,-1,-1,6,1,3,9724,9778,25,53,0,5.54
79,17100248,1,7,-1,-1,-1,42,6,0,-1,-1,-1,-1,-1,-1,1,0,3,9803,9815,445,12,0,0.62
80,17100303,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,3,442,472,118,31,0,14.79
81,17100303,1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,5,0,1,590,596,5,6,0,0.93
82,17100303,1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,5,0,1,601,607,39,6,0,1.28
83,17100303,1,1,-1,-1,-1,4,1,11,-1,-1,-1,-1,-1,-1,5,0,1,646,652,12,6,0,0.65
84,17100303,1,1,-1,-1,-1,5,11,6,-1,-1,-1,-1,-1,-1,5,0,1,664,671,0,7,0,1.24
85,17100303,1,1,-1,-1,-1,6,6,1,-1,-1,-1,-1,-1,-1,5,0,1,671,684,37,14,0,2.99
86,17100303,1,1,-1,-1,-1,7,1,1,-1,-1,-1,-1,-1,-1,5,0,1,721,732,208,11,0,2.33
87,17100303,1,1,-1,-1,-1,8,1,3,-1,-1,-1,-1,-1,-1,3,0,1,940,976,0,36,0,17.75
88,17100303,1,1,-1,-1,-1,9,3,0,-1,-1,-1,-1,-1,-1,4,0,1,976,995,100,19,0,4.49
89,17100303,1,1,-1,-1,-1,10,0,11,-1,-1,-1,-1,-1,-1,4,0,1,1095,1106,2,10,0,2.4
90,17100303,1,1,-1,-1,-1,11,11,0,-1,-1,-1,-1,-1,-1,4,0,1,1108,1125,744,16,0,3.0
91,17100303,1,2,-1,-1,-1,12,0,1,-1,-1,-1,-1,-1,-1,3,0,3,1869,1895,188,26,0,14.52
92,17100303,1,2,-1,-1,-1,13,1,6,-1,-1,-1,-1,-1,-1,4,0,1,2083,2090,1,7,0,0.96
93,17100303,1,2,-1,-1,-1,14,6,1,-1,-1,-1,-1,-1,-1,4,0,1,2091,2105,7,14,0,4.03
94,17100303,1,2,-1,-1,-1,15,1,1,-1,-1,-1,-1,-1,-1,4,0,1,2112,2117,0,4,0,2.45
95,17100303,1,2,-1,-1,-1,16,1,1,-1,-1,-1,-1,-1,-1,4,0,1,2117,2125,74,9,0,0.84
96,17100303,1,2,-1,-1,-1,17,1,1,-1,-1,-1,-1,-1,-1,5,0,1,2199,2204,193,5,0,0.79
97,17100303,1,2,-1,-1,-1,18,1,4,-1,-1,-1,-1,-1,-1,3,0,3,2397,2422,2,25,0,12.51
98,17100303,1,2,-1,-1,-1,19,4,0,-1,-1,-1,-1,-1,-1,3,0,3,2424,2435,85,10,0,2.45
99,17100303,1,2,-1,-1,-1,20,0,3,-1,-1,-1,-1,-1,-1,3,0,3,2520,2532,24,11,0,1.63
100,17100303,1,2,-1,-1,-1,21,3,4,-1,-1,-1,-1,-1,-1,4,0,1,2556,2584,4,28,0,7.57
101,17100303,1,2,-1,-1,-1,22,4,5,-1,-1,-1,-1,-1,-1,4,0,1,2588,2600,48,12,0,6.07
102,17100303,1,2,-1,-1,-1,23,5,7,-1,-1,-1,-1,-1,-1,4,0,1,2648,2652,42,4,0,0.74
103,17100303,1,2,-1,-1,-1,24,7,4,-1,-1,-1,-1,-1,-1,4,0,1,2694,2698,1,4,0,0.59
104,17100303,1,2,-1,-1,-1,25,4,6,-1,-1,-1,-1,-1,-1,4,0,1,2699,2706,4,7,0,1.52
105,17100303,1,2,-1,-1,-1,26,6,0,-1,-1,-1,-1,-1,-1,4,0,1,2710,2717,607,8,0,1.87
106,17100303,1,3,-1,-1,-1,27,0,1,-1,-1,-1,-1,-1,-1,3,0,3,3324,3351,492,27,0,14.5
107,17100303,1,3,-1,-1,-1,28,1,4,-1,-1,-1,-1,-1,-1,3,0,3,3843,3875,0,32,0,13.04
108,17100303,1,3,-1,-1,-1,29,4,0,-1,-1,-1,-1,-1,-1,3,0,3,3875,3887,34,11,0,2.14
109,17100303,1,3,-1,-1,-1,30,0,5,-1,-1,-1,-1,-1,-1,3,0,3,3921,3935,3,13,0,2.05
110,17100303,1,3,-1,-1,-1,31,5,3,-1,-1,-1,-1,-1,-1,3,0,3,3938,3951,32,12,0,2.17
111,17100303,1,3,-1,-1,-1,32,3,5,-1,-1,-1,-1,-1,-1,4,0,1,3983,4015,46,32,0,9.76
112,17100303,1,3,-1,-1,-1,33,5,0,-1,-1,-1,-1,-1,-1,4,0,1,4061,4082,11,21,0,10.21
113,17100303,1,3,-1,-1,-1,34,0,5,-1,-1,-1,-1,-1,-1,4,0,1,4093,4099,0,7,0,1.01
114,17100303,1,3,-1,-1,-1,35,5,0,-1,-1,-1,-1,-1,-1,4,0,1,4099,4111,653,12,0,1.36
115,17100303,1,4,-1,-1,-1,36,0,1,-1,-1,-1,-1,-1,-1,3,0,3,4764,4797,150,32,0,15.11
116,17100303,1,4,-1,-1,-1,37,1,1,-1,-1,-1,-1,-1,-1,5,0,1,4947,4953,18,5,0,0.95
117,17100303,1,4,-1,-1,-1,38,1,1,-1,-1,-1,-1,-1,-1,5,0,1,4971,4975,190,4,0,0.81
118,17100303,1,4,-1,-1,-1,39,1,3,-1,-1,-1,-1,-1,-1,3,0,3,5165,5195,2,30,0,16.82
119,17100303,1,4,-1,-1,-1,40,3,8,-1,-1,-1,-1,-1,-1,4,0,1,5197,5209,10,13,0,2.17
120,17100303,1,4,-1,-1,-1,41,8,6,-1,-1,-1,-1,-1,-1,4,0,1,5219,5228,2,9,0,1.63
121,17100303,1,4,-1,-1,-1,42,6,5,-1,-1,-1,-1,-1,-1,4,0,1,5230,5242,16,12,0,1.85
122,17100303,1,4,-1,-1,-1,43,5,5,-1,-1,-1,-1,-1,-1,4,0,1,5258,5275,7,17,0,3.24
123,17100303,1,4,-1,-1,-1,44,5,0,-1,-1,-1,-1,-1,-1,4,0,1,5282,5299,74,17,0,2.95
124,17100303,1,4,-1,-1,-1,45,0,3,-1,-1,-1,-1,-1,-1,4,0,1,5373,5384,0,11,0,2.66
125,17100303,1,4,-1,-1,-1,46,3,3,-1,-1,-1,-1,-1,-1,3,0,1,5384,5392,29,8,0,1.54
126,17100303,1,4,-1,-1,-1,47,3,4,-1,-1,-1,-1,-1,-1,4,0,1,5421,5427,0,6,0,1.46
127,17100303,1,4,-1,-1,-1,48,4,5,-1,-1,-1,-1,-1,-1,4,0,1,5427,5446,47,19,0,5.03
128,17100303,1,4,-1,-1,-1,49,5,7,-1,-1,-1,-1,-1,-1,4,0,1,5493,5509,8,16,0,4.83
129,17100303,1,4,-1,-1,-1,50,7,5,-1,-1,-1,-1,-1,-1,4,0,1,5517,5532,8,15,0,3.43
130,17100303,1,4,-1,-1,-1,51,5,0,-1,-1,-1,-1,-1,-1,4,0,1,5540,5551,1461,11,0,2.81
131,17100303,1,5,-1,-1,-1,52,0,6,-1,-1,-1,-1,-1,-1,4,0,1,7012,7035,55,23,3,13.57
132,17100303,1,5,-1,-1,-1,53,6,8,-1,-1,-1,-1,-1,-1,4,0,1,7090,7101,179,11,0,2.58
133,17100303,1,5,-1,-1,-1,54,8,0,-1,-1,-1,-1,-1,-1,4,0,1,7280,7305,656,24,0,16.99
134,17100303,1,6,-1,-1,-1,55,0,3,-1,-1,-1,-1,-1,-1,4,0,1,7961,7970,0,9,0,2.84
135,17100303,1,6,-1,-1,-1,56,3,0,-1,-1,-1,-1,-1,-1,4,0,1,7970,7980,88,10,0,2.6
136,17100303,1,6,-1,-1,-1,57,0,7,-1,-1,-1,-1,-1,-1,3,0,3,8068,8092,103,24,0,3.59
137,17100303,1,6,-1,-1,-1,58,7,6,-1,-1,-1,-1,-1,-1,4,0,1,8195,8209,86,14,0,3.53
138,17100303,1,6,-1,-1,-1,59,6,3,-1,-1,-1,-1,-1,-1,4,0,1,8295,8306,5,12,0,3.86
139,17100303,1,6,-1,-1,-1,60,3,4,-1,-1,-1,-1,-1,-1,4,0,1,8311,8316,3,5,0,0.76
140,17100303,1,6,-1,-1,-1,61,4,6,-1,-1,-1,-1,-1,-1,4,0,1,8319,8327,5,8,0,2.44
141,17100303,1,6,-1,-1,-1,62,6,7,-1,-1,-1,-1,-1,-1,4,0,1,8332,8341,94,9,0,1.93
142,17100303,1,6,-1,-1,-1,63,7,0,-1,-1,-1,-1,-1,-1,4,0,1,8435,8448,633,12,0,3.09
143,17100303,1,7,-1,-1,-1,64,0,1,-1,-1,-1,-1,-1,-1,3,0,3,9081,9108,471,28,0,14.75
144,17100303,1,7,-1,-1,-1,65,1,4,-1,-1,-1,-1,-1,-1,3,0,3,9579,9613,5,34,0,13.58
145,17100303,1,7,-1,-1,-1,66,4,0,-1,-1,-1,-1,-1,-1,3,0,3,9618,9629,98,10,0,1.91
146,17100303,1,7,-1,-1,-1,67,0,3,-1,-1,-1,-1,-1,-1,4,0,1,9727,9736,14,9,0,1.64
147,17100303,1,7,-1,-1,-1,68,3,4,-1,-1,-1,-1,-1,-1,4,0,1,9750,9753,14,3,0,1.31
148,17100303,1,7,-1,-1,-1,69,4,4,-1,-1,-1,-1,-1,-1,4,0,1,9767,9777,10,10,0,2.01
149,17100303,1,7,-1,-1,-1,70,4,0,-1,-1,-1,-1,-1,-1,4,0,1,9787,9800,460,13,0,3.08
150,17100303,2,1,-1,-1,-1,1,11,0,-1,-1,-1,-1,-1,-1,6,1,3,691,703,45,11,0,1.07
151,17100303,2,1,-1,-1,-1,2,0,11,-1,-1,-1,-1,-1,-1,6,1,3,748,768,15,18,0,2.07
152,17100303,2,1,-1,-1,-1,3,11,4,-1,-1,-1,-1,-1,-1,6,1,3,783,851,55,162,0,11.21
153,17100303,2,1,-1,-1,-1,4,4,4,-1,-1,-1,-1,-1,-1,6,1,3,906,962,24,172,0,11.02
154,17100303,2,1,-1,-1,-1,5,4,0,-1,-1,-1,-1,-1,-1,5,0,2,986,1007,95,21,0,4.82
155,17100303,2,1,-1,-1,-1,6,0,4,-1,-1,-1,-1,-1,-1,4,0,2,1102,1106,2,4,0,2.06
156,17100303,2,1,-1,-1,-1,7,4,0,-1,-1,-1,-1,-1,-1,3,0,3,1108,1122,907,13,0,2.68
157,17100303,2,2,-1,-1,-1,8,0,1,-1,-1,-1,-1,-1,-1,6,1,3,2029,2037,534,8,0,1.6
158,17100303,2,2,-1,-1,-1,9,1,4,-1,-1,-1,-1,-1,-1,4,0,2,2571,2584,4,31,0,9.91
159,17100303,2,2,-1,-1,-1,10,4,5,-1,-1,-1,-1,-1,-1,4,0,2,2588,2603,45,16,0,6.16
160,17100303,2,2,-1,-1,-1,11,5,7,-1,-1,-1,-1,-1,-1,4,0,2,2648,2652,42,4,0,0.74
161,17100303,2,2,-1,-1,-1,12,7,4,-1,-1,-1,-1,-1,-1,4,0,2,2694,2698,1,4,0,0.59
162,17100303,2,2,-1,-1,-1,13,4,6,-1,-1,-1,-1,-1,-1,4,0,2,2699,2706,3,7,0,1.52
163,17100303,2,2,-1,-1,-1,14,6,0,-1,-1,-1,-1,-1,-1,4,0,2,2709,2719,755,10,0,3.05
164,17100303,2,3,-1,-1,-1,15,0,1,-1,-1,-1,-1,-1,-1,6,1,3,3474,3477,216,3,0,1.28
165,17100303,2,3,-1,-1,-1,16,1,1,-1,-1,-1,-1,-1,-1,1,0,3,3693,3696,287,3,0,0.18
166,17100303,2,3,-1,-1,-1,17,1,5,-1,-1,-1,-1,-1,-1,4,0,2,3983,4021,38,39,0,9.87
167,17100303,2,3,-1,-1,-1,18,5,0,-1,-1,-1,-1,-1,-1,4,0,2,4059,4089,4,30,0,10.48
168,17100303,2,3,-1,-1,-1,19,0,5,-1,-1,-1,-1,-1,-1,4,0,2,4093,4100,2,7,0,1.09
169,17100303,2,3,-1,-1,-1,20,5,0,-1,-1,-1,-1,-1,-1,4,0,2,4102,4111,801,9,0,0.95
170,17100303,2,4,-1,-1,-1,21,0,1,-1,-1,-1,-1,-1,-1,6,1,3,4912,4918,503,6,0,1.53
171,17100303,2,4,-1,-1,-1,22,1,5,-1,-1,-1,-1,-1,-1,9,0,3,5421,5444,49,23,0,5.71
172,17100303,2,4,-1,-1,-1,23,5,7,-1,-1,-1,-1,-1,-1,4,0,2,5493,5509,8,16,0,4.83
173,17100303,2,4,-1,-1,-1,24,7,5,-1,-1,-1,-1,-1,-1,4,0,2,5517,5532,8,15,0,3.43
174,17100303,2,4,-1,-1,-1,25,5,0,-1,-1,-1,-1,-1,-1,4,0,2,5540,5551,1460,11,0,2.81
175,17100303,2,5,-1,-1,-1,26,0,6,-1,-1,-1,-1,-1,-1,4,0,2,7011,7035,57,24,0,13.7
176,17100303,2,5,-1,-1,-1,27,6,8,-1,-1,-1,-1,-1,-1,4,0,2,7092,7099,184,7,0,2.22
177,17100303,2,5,-1,-1,-1,28,8,0,-1,-1,-1,-1,-1,-1,4,0,2,7283,7310,652,27,0,16.93
178,17100303,2,6,-1,-1,-1,29,0,7,-1,-1,-1,-1,-1,-1,4,0,2,7962,7972,220,10,0,2.78
179,17100303,2,6,-1,-1,-1,30,7,5,-1,-1,-1,-1,-1,-1,4,0,2,8192,8197,42,5,0,1.14
180,17100303,2,6,-1,-1,-1,31,5,5,-1,-1,-1,-1,-1,-1,9,0,3,8239,8242,5,3,0,0.51
181,17100303,2,6,-1,-1,-1,32,5,7,-1,-1,-1,-1,-1,-1,3,0,3,8247,8253,186,6,0,1.61
182,17100303,2,6,-1,-1,-1,33,7,0,-1,-1,-1,-1,-1,-1,3,0,3,8439,8450,774,10,0,2.5
183,17100303,2,7,-1,-1,-1,34,0,1,-1,-1,-1,-1,-1,-1,6,1,3,9224,9238,228,14,0,1.99
184,17100303,2,7,-1,-1,-1,35,1,1,-1,-1,-1,-1,-1,-1,3,0,3,9466,9474,276,8,0,0.36
185,17100303,2,7,-1,-1,-1,36,1,4,-1,-1,-1,-1,-1,-1,4,0,2,9750,9753,14,3,0,1.22
186,17100303,2,7,-1,-1,-1,37,4,4,-1,-1,-1,-1,-1,-1,4,0,2,9767,9777,10,10,0,2.01
187,17100303,2,7,-1,-1,-1,38,4,0,-1,-1,-1,-1,-1,-1,4,0,2,9787,9800,460,13,0,3.08
188,17100342,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,1,3,420,480,540,60,0,9.97
189,17100342,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,6,1,3,1020,1080,75,60,0,9.97
190,17100342,1,1,-1,-1,-1,3,0,8,-1,-1,-1,-1,-1,-1,4,0,2,1155,1170,195,15,0,4.16
191,17100342,1,1,-1,-1,-1,4,8,0,-1,-1,-1,-1,-1,-1,4,0,2,1365,1390,470,25,0,4.16
192,17100342,1,2,-1,-1,-1,5,0,1,-1,-1,-1,-1,-1,-1,6,1,3,1860,1920,540,60,0,9.97
193,17100342,1,2,-1,-1,-1,6,1,7,-1,-1,-1,-1,-1,-1,6,1,3,2460,2540,205,80,0,6.48
194,17100342,1,2,-1,-1,-1,7,7,0,-1,-1,-1,-1,-1,-1,4,0,2,2745,2764,538,19,0,5.4
195,17100342,1,3,-1,-1,-1,8,0,1,-1,-1,-1,-1,-1,-1,6,1,3,3302,3355,319,47,0,11.23
196,17100342,1,3,-1,-1,-1,9,1,11,-1,-1,-1,-1,-1,-1,3,0,3,3674,3704,12,30,0,7.92
197,17100342,1,3,-1,-1,-1,10,11,1,-1,-1,-1,-1,-1,-1,3,0,3,3716,3744,151,28,0,8.12
198,17100342,1,3,-1,-1,-1,11,1,8,-1,-1,-1,-1,-1,-1,3,0,3,3895,3945,129,51,0,15.84
199,17100342,1,3,-1,-1,-1,12,8,0,-1,-1,-1,-1,-1,-1,3,0,3,4074,4089,966,16,0,5.45
200,17100342,1,4,-1,-1,-1,13,0,3,-1,-1,-1,-1,-1,-1,4,0,1,5055,5071,0,15,0,3.99
201,17100342,1,4,-1,-1,-1,14,3,0,-1,-1,-1,-1,-1,-1,3,0,3,5071,5085,151,13,0,4.1
202,17100342,1,4,-1,-1,-1,15,0,8,-1,-1,-1,-1,-1,-1,3,0,3,5236,5265,83,29,0,6.55
203,17100342,1,4,-1,-1,-1,16,8,4,-1,-1,-1,-1,-1,-1,3,0,3,5348,5491,93,143,0,9.15
204,17100342,1,4,-1,-1,-1,17,4,0,-1,-1,-1,-1,-1,-1,4,0,2,5584,5595,744,12,0,4.15
205,17100342,1,5,-1,-1,-1,18,0,8,-1,-1,-1,-1,-1,-1,3,0,3,6339,6354,134,15,0,5.38
206,17100342,1,5,-1,-1,-1,19,8,0,-1,-1,-1,-1,-1,-1,3,0,3,6488,6504,168,16,0,5.49
207,17100342,1,5,-1,-1,-1,20,0,8,-1,-1,-1,-1,-1,-1,4,0,1,6672,6693,344,21,0,5.26
208,17100342,1,5,-1,-1,-1,21,8,6,-1,-1,-1,-1,-1,-1,4,0,2,7037,7051,49,14,0,1.17
209,17100342,1,5,-1,-1,-1,22,6,0,-1,-1,-1,-1,-1,-1,4,0,2,7100,7111,642,11,0,4.39
210,17100342,1,6,-1,-1,-1,23,0,8,-1,-1,-1,-1,-1,-1,4,0,1,7753,7768,177,15,0,5.46
211,17100342,1,6,-1,-1,-1,24,8,8,-1,-1,-1,-1,-1,-1,4,0,2,7945,7986,183,41,0,12.99
